User_ID,Age,Gender,Browser,Time_on_Site,Pages_Visited,Session_Duration,Bounce_Rate,Device_Type,Country,Referral_Source,Previous_Purchases,Cart_Value,Discount_Applied,Ad_Clicked,Membership_Status,Preferred_Payment_Method,Purchase_Made,Time_of_Day,Feedback_Score
634,36,Female,Chrome,18.2,16,312,,Tablet,Australia,Direct,0,399.9,No,No,Silver,UPI,Yes,Evening,3
635,26,Male,Safari,16.27,8,193,85.41,Desktop,USA,Direct,6,341.39,No,No,Silver,UPI,No,Evening,4
636,29,Male,Chrome,17.43,10,395,,Tablet,Australia,Google,4,259.49,No,Yes,Silver,Net Banking,No,Night,4
637,37,Male,Chrome,26.26,5,359,91.59,Desktop,Canada,Instagram,3,416.09,Yes,Yes,Platinum,Net Banking,No,Afternoon,4
638,36,Male,Edge,68.45,11,447,40.6,Desktop,India,Instagram,2,121.62,Yes,Yes,Gold,Net Banking,Yes,Evening,2
639,31,Male,Firefox,7.24,13,373,89.65,Mobile,Canada,Google,9,417.09,Yes,No,Gold,Net Banking,Yes,Morning,1
640,,Male,Chrome,21.34,2,279,0.07,Desktop,Australia,Facebook,6,145.42,Yes,Yes,Gold,UPI,Yes,Afternoon,2
641,35,Male,Edge,6.1,14,279,35.15,Tablet,UK,Instagram,1,187.62,Yes,No,Gold,UPI,No,Night,5
,25,Female,Edge,11.27,9,404,11.39,Mobile,Canada,Instagram,4,72.93,No,No,Silver,Net Banking,No,Evening,4
643,,Male,Edge,15.21,10,223,88.31,Tablet,India,Google,1,59.86,Yes,Yes,Gold,Credit Card,Yes,Morning,1
644,23,Female,Safari,10.51,10,210,92.8,Tablet,Australia,Facebook,6,466.73,Yes,No,Gold,PayPal,No,Afternoon,4
645,,Male,Safari,14.68,10,322,25.6,Mobile,Canada,Direct,5,,Yes,Yes,Platinum,UPI,No,Evening,1
646,36,Female,Chrome,14.32,19,151,36.73,Desktop,Australia,Direct,9,173.32,Yes,No,Platinum,Net Banking,No,Afternoon,2
647,25,Male,Firefox,22.68,11,335,98.39,Mobile,Australia,Instagram,6,269.28,No,No,Gold,PayPal,No,Morning,2
648,37,Male,Safari,2.89,11,347,56.61,Tablet,USA,Direct,8,180.45,No,Yes,Silver,Net Banking,Yes,Morning,4
,43,Male,Safari,15.44,3,275,49.71,Desktop,UK,Google,1,,No,No,Gold,Net Banking,Yes,Afternoon,3
650,45,Female,Chrome,10.4,19,441,50.04,Mobile,USA,Instagram,8,451.35,No,Yes,Silver,Credit Card,Yes,Morning,1
651,40,Male,Chrome,12.19,1,413,69.62,Tablet,Australia,Instagram,6,169.74,Yes,No,Platinum,Credit Card,Yes,Morning,5
652,22,Male,Safari,18.4,12,222,95.45,Desktop,India,Facebook,1,55.09,No,Yes,Silver,UPI,No,Afternoon,3
653,28,Female,Chrome,17.59,15,366,36.66,Tablet,India,Direct,9,112.98,Yes,Yes,Gold,Net Banking,Yes,Afternoon,2
654,35,Male,Edge,16.71,14,398,17.27,Desktop,USA,Facebook,1,242.45,No,No,Platinum,PayPal,Yes,Night,1
655,35,Male,Chrome,8.71,3,308,,Desktop,India,Instagram,3,,No,No,Gold,UPI,No,Evening,3
656,26,Female,Edge,,13,257,2.04,Mobile,Australia,Direct,1,232.2,Yes,Yes,Gold,Credit Card,Yes,Night,5
657,30,Male,Safari,10.62,18,189,55.54,Desktop,Canada,Facebook,0,381.76,Yes,Yes,Silver,UPI,No,Night,3
658,43,Female,Firefox,21.93,16,244,92.91,Tablet,Australia,Direct,5,216.11,No,Yes,Gold,UPI,No,Night,5
659,,Female,Edge,11.75,6,191,71.31,Desktop,Canada,Instagram,9,,Yes,Yes,Gold,Net Banking,Yes,Night,2
660,,Female,Firefox,20.15,10,391,99.3,Tablet,India,Instagram,4,185.4,Yes,No,Platinum,PayPal,Yes,Evening,1
661,45,Male,Safari,15.51,17,274,90.95,Desktop,UK,Instagram,2,374.06,Yes,No,Silver,Credit Card,Yes,Afternoon,2
662,,Male,Chrome,6.63,17,352,49.19,Desktop,UK,Google,0,217.79,No,No,Silver,UPI,No,Morning,1
663,43,Female,Edge,13.22,8,426,,Mobile,Australia,Facebook,8,,No,No,Platinum,UPI,No,Morning,3
664,42,Female,Edge,23.51,4,321,62.84,Desktop,Australia,Facebook,7,219.43,No,No,Platinum,Net Banking,Yes,Afternoon,2
665,42,Male,Safari,19.12,15,418,11.09,Desktop,India,Instagram,5,232.86,No,Yes,Silver,UPI,No,Afternoon,1
666,38,Male,Safari,12.82,1,265,60.77,Tablet,UK,Facebook,5,155.22,Yes,Yes,Platinum,PayPal,Yes,Afternoon,5
667,28,Male,Chrome,,7,339,46.41,Tablet,UK,Instagram,3,497.89,Yes,No,Silver,Net Banking,No,Morning,1
668,41,Female,Firefox,16.41,10,321,64.27,Tablet,Australia,Facebook,1,386.14,Yes,No,Platinum,Credit Card,Yes,Night,2
669,,Male,Edge,23.21,7,230,56.52,Desktop,UK,Direct,3,349.3,Yes,Yes,Silver,UPI,No,Night,2
670,37,Female,Firefox,14.6,1,269,31.04,Tablet,Australia,Facebook,1,428.88,No,No,Silver,UPI,No,Night,3
,28,Female,Edge,13.54,17,442,60.78,Tablet,USA,Instagram,6,,Yes,No,Platinum,Net Banking,Yes,Evening,5
672,32,Male,Edge,19.94,12,266,36.6,Desktop,UK,Facebook,8,397.58,No,Yes,Gold,UPI,No,Night,1
673,34,Male,Chrome,16.26,17,134,19.46,Tablet,Canada,Direct,1,212.14,No,No,Gold,Credit Card,Yes,Evening,2
674,39,Female,Edge,17.79,15,265,67.51,Mobile,India,Direct,8,,No,No,Platinum,PayPal,No,Morning,1
675,41,Female,Edge,10.69,16,225,,Mobile,Australia,Direct,8,33.03,Yes,No,Silver,PayPal,Yes,Evening,4
676,,Male,Safari,20.86,14,346,88.9,Tablet,UK,Instagram,7,147.52,Yes,No,Platinum,Net Banking,Yes,Afternoon,5
677,36,Female,Chrome,19.91,3,361,19.93,Tablet,UK,Google,0,190.33,No,Yes,Gold,UPI,Yes,Afternoon,5
,,Male,Safari,21.76,19,336,,Tablet,Australia,Instagram,4,316.48,No,No,Silver,Net Banking,No,Morning,4
679,43,Male,Edge,8.2,12,259,57.15,Desktop,Canada,Direct,9,237.46,Yes,No,Silver,Net Banking,Yes,Night,5
680,,Female,Chrome,,19,306,19.77,Mobile,UK,Facebook,3,307.84,No,Yes,Silver,Net Banking,No,Morning,4
681,33,Female,Edge,,18,268,43.99,Mobile,USA,Direct,6,359.53,Yes,Yes,Gold,Net Banking,Yes,Afternoon,1
682,31,Male,Chrome,13.8,14,155,67.55,Tablet,India,Google,7,30.93,No,Yes,Gold,Net Banking,No,Night,4
,29,Female,Firefox,,9,289,31.85,Tablet,Australia,Google,9,136.56,No,No,Silver,UPI,Yes,Afternoon,3
684,28,Female,Firefox,18.19,3,564,11.38,Desktop,UK,Direct,7,93.74,Yes,Yes,Silver,PayPal,No,Morning,4
685,23,Male,Chrome,12.81,12,197,61.52,Desktop,India,Instagram,1,101.85,Yes,Yes,Gold,PayPal,No,Night,1
686,45,Female,Edge,21.28,17,115,22.41,Mobile,Australia,Google,2,256.53,No,No,Gold,PayPal,No,Morning,5
687,39,Male,Chrome,25.49,5,442,68.15,Desktop,Australia,Direct,9,372.59,No,Yes,Silver,UPI,Yes,Afternoon,3
,36,Female,Edge,12.03,8,345,83.95,Mobile,Australia,Instagram,9,143.66,Yes,No,Platinum,UPI,Yes,Night,4
,29,Male,Firefox,11.16,19,330,12.34,Tablet,Canada,Facebook,6,413.98,No,No,Platinum,Net Banking,No,Afternoon,1
690,46,Female,Edge,18.74,4,264,43.76,Tablet,USA,Instagram,3,447.3,No,No,Platinum,PayPal,No,Night,3
691,21,Female,Safari,,15,323,44.49,Mobile,Australia,Google,5,181.76,No,Yes,Gold,Net Banking,No,Evening,3
692,34,Female,Firefox,16.85,19,305,63.25,Tablet,Canada,Instagram,7,343.86,No,No,Platinum,PayPal,Yes,Evening,3
693,45,Female,Safari,21.65,15,431,33.44,Desktop,Australia,Instagram,7,67.35,No,Yes,Platinum,Credit Card,Yes,Afternoon,4
694,15,Female,Firefox,13.64,14,392,41.86,Tablet,Australia,Facebook,6,,No,Yes,Gold,UPI,No,Morning,1
695,37,Female,Firefox,9.67,16,360,1.2,Tablet,Canada,Direct,1,,Yes,No,Platinum,Credit Card,Yes,Evening,1
696,28,Female,Safari,,10,232,12.24,Mobile,USA,Instagram,1,,No,No,Silver,PayPal,Yes,Evening,1
697,36,Female,Chrome,14.11,14,323,,Desktop,India,Facebook,2,216.73,Yes,Yes,Gold,Net Banking,Yes,Night,2
698,31,Male,Edge,,11,238,21.59,Desktop,UK,Google,3,464.94,No,No,Silver,UPI,Yes,Night,5
699,41,Female,Firefox,19.32,2,423,14.46,Tablet,Australia,Direct,0,237.59,No,Yes,Platinum,UPI,Yes,Night,1
700,47,Female,Edge,21.96,19,229,32.44,Tablet,USA,Google,4,25.14,Yes,Yes,Silver,Net Banking,No,Afternoon,2
701,60,Female,Firefox,21.94,3,287,16.35,Desktop,UK,Direct,6,,Yes,Yes,Gold,Credit Card,No,Morning,2
702,34,Female,Edge,11.49,4,191,5.96,Desktop,Australia,Instagram,9,399.79,Yes,Yes,Platinum,Credit Card,Yes,Morning,3
703,42,Female,Firefox,10.98,11,250,28.39,Mobile,UK,Instagram,4,327.07,Yes,Yes,Gold,Credit Card,No,Night,5
704,38,Male,Chrome,5.93,13,249,,Tablet,Canada,Direct,6,483.49,Yes,Yes,Platinum,Credit Card,Yes,Afternoon,3
705,39,Male,Firefox,15.02,18,285,79.94,Tablet,USA,Google,4,423.2,No,No,Gold,UPI,No,Night,5
706,50,Female,Chrome,,18,210,6.27,Desktop,USA,Google,9,268.01,Yes,Yes,Gold,PayPal,Yes,Morning,3
707,28,Female,Firefox,11.47,19,422,74.74,Mobile,India,Google,7,111.2,Yes,Yes,Silver,Net Banking,Yes,Afternoon,4
708,31,Female,Edge,7.6,12,281,38.28,Desktop,India,Instagram,6,11.85,Yes,No,Gold,PayPal,Yes,Night,5
709,33,Female,Safari,24.43,1,247,67.53,Tablet,UK,Direct,0,490.45,No,No,Gold,PayPal,No,Night,2
710,25,Male,Firefox,11.47,6,377,,Tablet,Canada,Direct,0,469.78,No,Yes,Silver,Credit Card,No,Morning,2
711,35,Female,Firefox,14.44,3,516,92.07,Tablet,UK,Google,4,144.33,No,Yes,Platinum,PayPal,No,Afternoon,5
712,,Male,Chrome,12.67,17,260,76.74,Tablet,Australia,Instagram,1,322.73,Yes,Yes,Platinum,Credit Card,Yes,Morning,3
713,43,Female,Edge,8.33,3,275,14.01,Mobile,USA,Direct,8,367.33,No,No,Gold,Credit Card,Yes,Afternoon,4
714,33,Male,Chrome,19.51,1,226,21.88,Tablet,UK,Direct,1,293.23,No,Yes,Silver,PayPal,No,Afternoon,4
715,46,Male,Edge,6.26,3,366,64.4,Desktop,UK,Google,8,423.05,No,Yes,Platinum,Net Banking,No,Night,1
716,14,Male,Edge,20.62,4,396,92.16,Mobile,USA,Google,9,48.13,No,No,Silver,PayPal,Yes,Morning,5
,58,Female,Chrome,,6,295,44.58,Mobile,USA,Direct,1,449.28,Yes,No,Gold,PayPal,Yes,Afternoon,4
718,41,Female,Safari,13.66,7,256,,Tablet,India,Instagram,3,202.09,Yes,No,Silver,UPI,Yes,Evening,3
719,31,Female,Edge,13.74,8,353,23.78,Mobile,India,Facebook,2,245.54,Yes,Yes,Gold,Credit Card,No,Night,3
720,40,Female,Safari,17.27,13,374,38.3,Tablet,USA,Direct,5,227.92,Yes,No,Platinum,UPI,Yes,Morning,2
721,33,Female,Chrome,11.79,4,455,28.6,Mobile,UK,Direct,3,270.33,Yes,Yes,Platinum,Net Banking,Yes,Afternoon,4
722,14,Male,Safari,15.88,6,242,35.06,Mobile,Australia,Instagram,8,303.1,Yes,No,Platinum,PayPal,Yes,Night,4
723,35,Male,Edge,10.56,11,385,2.06,Desktop,UK,Direct,8,358.07,Yes,No,Platinum,UPI,Yes,Morning,3
724,44,Male,Chrome,4.24,1,311,4.11,Desktop,Australia,Facebook,9,267.22,Yes,Yes,Silver,UPI,No,Morning,2
725,45,Female,Safari,18.08,8,127,68.07,Desktop,USA,Instagram,8,345.54,No,Yes,Silver,PayPal,Yes,Night,4
726,,Male,Chrome,,2,452,68.18,Mobile,Australia,Facebook,2,,No,No,Silver,PayPal,No,Afternoon,3
727,45,Female,Chrome,17.83,8,330,33.02,Desktop,India,Facebook,2,468.97,Yes,Yes,Gold,Credit Card,Yes,Night,2
,39,Male,Safari,14.76,9,361,88.55,Desktop,USA,Direct,3,41.62,Yes,Yes,Platinum,Credit Card,No,Evening,2
729,37,Female,Edge,13.02,4,395,26.61,Desktop,Canada,Facebook,8,277.31,No,No,Platinum,UPI,No,Night,3
730,28,Male,Edge,13.17,17,360,39.58,Mobile,Australia,Direct,5,52.82,No,Yes,Platinum,PayPal,No,Morning,2
731,32,Female,Edge,13.02,7,203,73.14,Tablet,Australia,Direct,8,226.96,No,Yes,Silver,Credit Card,No,Evening,2
732,32,Male,Edge,15.99,10,367,74.36,Desktop,Canada,Instagram,7,136.22,Yes,No,Silver,Credit Card,Yes,Evening,1
733,38,Male,Firefox,3.07,5,350,86.12,Mobile,Canada,Instagram,6,469.08,No,Yes,Platinum,Net Banking,No,Afternoon,2
734,43,Male,Chrome,2.2,10,133,2.91,Mobile,USA,Instagram,4,16.41,Yes,Yes,Gold,UPI,No,Night,4
735,29,Female,Chrome,17.26,12,467,18.38,Tablet,UK,Direct,8,201.69,No,Yes,Silver,UPI,Yes,Afternoon,2
736,21,Male,Firefox,14,6,262,64.06,Desktop,Canada,Facebook,3,393.2,No,No,Platinum,UPI,No,Night,4
737,49,Male,Chrome,10.07,1,400,33.82,Mobile,Australia,Facebook,3,102.35,Yes,Yes,Platinum,PayPal,No,Morning,3
738,25,Male,Chrome,9.93,3,266,4.36,Mobile,Canada,Instagram,7,409.64,No,Yes,Platinum,Net Banking,Yes,Afternoon,2
739,40,Female,Safari,12.21,7,247,58.65,Mobile,USA,Instagram,3,431.27,Yes,Yes,Gold,Credit Card,No,Morning,3
740,,Male,Firefox,12.91,11,292,39.31,Tablet,USA,Direct,6,356.92,No,Yes,Platinum,Net Banking,Yes,Morning,5
741,32,Female,Chrome,,12,512,36.41,Desktop,Australia,Google,3,112.44,Yes,Yes,Silver,Credit Card,No,Evening,2
742,41,Male,Chrome,9.65,9,501,26.44,Mobile,Australia,Google,0,143.3,Yes,No,Gold,Credit Card,No,Afternoon,3
743,23,Male,Firefox,18.82,1,247,0.6,Mobile,Australia,Direct,9,91.8,Yes,Yes,Gold,Net Banking,No,Night,5
744,51,Female,Firefox,17.95,4,425,,Mobile,UK,Google,8,100.19,No,No,Platinum,UPI,Yes,Afternoon,4
745,61,Female,Safari,69.75,2,302,47.42,Mobile,Australia,Google,3,27.88,Yes,Yes,Silver,PayPal,No,Morning,4
746,47,Male,Safari,18.82,2,502,27.57,Desktop,USA,Google,2,430.08,No,No,Silver,Net Banking,Yes,Evening,4
747,27,Female,Edge,17.21,17,415,87.44,Desktop,USA,Instagram,2,268.97,No,Yes,Platinum,UPI,No,Afternoon,4
748,12,Female,Edge,8.72,2,328,14.3,Mobile,Canada,Facebook,8,170.6,Yes,No,Platinum,UPI,No,Evening,4
749,40,Female,Safari,12.03,4,308,87.53,Mobile,Australia,Facebook,7,151.89,Yes,Yes,Silver,PayPal,No,Evening,1
750,22,Male,Chrome,16.94,11,361,,Mobile,UK,Instagram,9,276.9,No,Yes,Gold,PayPal,No,Morning,3
751,31,Male,Firefox,12.01,19,348,,Tablet,India,Instagram,6,170.08,No,Yes,Gold,UPI,Yes,Afternoon,5
752,50,Male,Safari,18.05,13,190,,Tablet,Canada,Instagram,6,433.22,Yes,Yes,Platinum,PayPal,Yes,Afternoon,5
753,51,Female,Edge,20.81,18,321,33.01,Tablet,UK,Google,3,113.37,No,No,Platinum,UPI,Yes,Afternoon,2
754,,Female,Firefox,14.86,19,235,50.66,Mobile,Australia,Direct,2,442.33,Yes,Yes,Silver,Credit Card,No,Evening,3
755,36,Female,Edge,11.97,15,247,35.39,Tablet,UK,Direct,3,335.41,Yes,Yes,Silver,PayPal,Yes,Night,1
756,44,Female,Chrome,11.4,12,411,,Desktop,India,Google,5,478.75,Yes,Yes,Silver,Credit Card,Yes,Afternoon,1
757,15,Male,Chrome,13.18,11,320,42.52,Tablet,UK,Google,3,17.4,No,Yes,Silver,PayPal,No,Morning,3
758,20,Female,Edge,12.83,1,255,67.16,Mobile,India,Instagram,3,38.96,No,No,Platinum,UPI,Yes,Evening,4
,32,Male,Firefox,19.32,16,179,60.44,Desktop,India,Instagram,1,255.44,No,Yes,Platinum,UPI,No,Night,4
760,43,Female,Edge,12.07,13,222,24.45,Mobile,India,Facebook,6,457.07,No,Yes,Silver,UPI,No,Afternoon,3
,31,Male,Firefox,14.12,6,294,81.28,Desktop,UK,Instagram,5,,Yes,Yes,Platinum,UPI,Yes,Night,5
762,43,Male,Safari,18.9,6,469,,Tablet,Australia,Google,1,314.85,No,Yes,Platinum,UPI,Yes,Evening,4
763,23,Female,Edge,13.35,10,195,,Tablet,USA,Facebook,4,25.49,Yes,No,Silver,UPI,No,Night,2
764,36,Female,Edge,12.78,2,329,17.51,Desktop,USA,Instagram,5,183.54,Yes,Yes,Gold,PayPal,No,Evening,1
765,40,Female,Firefox,19.36,3,341,84.78,Desktop,UK,Facebook,4,179.47,No,No,Gold,PayPal,No,Night,4
766,43,Male,Safari,,6,422,87.2,Mobile,Australia,Facebook,3,275.62,No,Yes,Silver,Credit Card,No,Night,5
767,30,Female,Firefox,15.19,16,312,64.22,Desktop,USA,Instagram,8,,No,No,Gold,Net Banking,Yes,Evening,4
768,35,Male,Firefox,23.3,6,341,50.64,Mobile,India,Direct,2,140.91,Yes,No,Platinum,PayPal,No,Night,4
769,20,Female,Edge,15.83,13,418,95.73,Desktop,UK,Google,1,,No,Yes,Gold,PayPal,Yes,Morning,1
770,34,Male,Edge,,4,222,97.27,Desktop,UK,Google,8,472.84,Yes,Yes,Silver,Net Banking,No,Afternoon,2
771,46,Female,Firefox,24.78,15,379,,Tablet,Canada,Facebook,7,333.49,Yes,Yes,Silver,Net Banking,Yes,Night,2
772,32,Male,Chrome,11.86,6,161,35.96,Tablet,Canada,Direct,8,337.38,No,Yes,Gold,Credit Card,No,Night,5
773,28,Male,Chrome,12.39,1,306,81.72,Mobile,Canada,Direct,9,493.25,No,No,Gold,Credit Card,No,Night,3
774,43,Male,Chrome,19,9,276,8.93,Mobile,Australia,Instagram,2,85.2,No,No,Platinum,UPI,Yes,Afternoon,3
775,58,Female,Edge,14.2,12,228,29.06,Mobile,UK,Instagram,0,26.58,Yes,No,Gold,Credit Card,No,Evening,3
776,57,Male,Edge,10.3,11,397,98.56,Desktop,Canada,Google,0,375.3,Yes,No,Gold,Credit Card,Yes,Afternoon,5
777,38,Female,Safari,13.25,13,403,81.43,Desktop,UK,Instagram,2,225.01,No,Yes,Gold,Net Banking,No,Night,4
,43,Male,Edge,7.93,1,407,93.96,Mobile,India,Instagram,3,220.12,No,Yes,Platinum,PayPal,No,Evening,2
779,51,Female,Safari,15.12,19,338,59.48,Desktop,Canada,Facebook,1,120.4,Yes,No,Gold,UPI,No,Night,2
780,37,Female,Edge,15.82,4,177,40.77,Tablet,UK,Direct,7,258.36,No,Yes,Platinum,Credit Card,Yes,Evening,4
781,40,Male,Chrome,20.42,5,267,97.97,Desktop,Australia,Direct,2,226.66,No,No,Platinum,Net Banking,No,Night,2
782,32,Male,Chrome,,17,401,30.94,Tablet,Australia,Instagram,3,179.27,Yes,No,Silver,UPI,Yes,Night,2
,59,Female,Firefox,13.41,5,399,75.74,Mobile,Australia,Instagram,5,226.95,Yes,No,Silver,UPI,No,Evening,3
784,,Male,Firefox,25.54,19,420,,Desktop,Canada,Instagram,9,198.08,No,Yes,Platinum,Net Banking,Yes,Morning,3
785,32,Female,Safari,9.63,3,331,22.85,Mobile,Australia,Google,5,470.55,Yes,No,Platinum,Credit Card,Yes,Afternoon,1
786,29,Female,Safari,8,11,282,1.75,Tablet,USA,Google,1,490.32,No,No,Platinum,Credit Card,No,Evening,1
787,16,Female,Firefox,,2,103,38.38,Mobile,India,Facebook,5,421.55,Yes,No,Silver,Credit Card,No,Afternoon,2
788,19,Female,Safari,9.14,14,386,54.77,Tablet,UK,Google,3,495.3,Yes,Yes,Platinum,Credit Card,No,Morning,3
789,28,Female,Edge,18.79,6,290,18.32,Tablet,USA,Direct,4,140.2,Yes,Yes,Silver,UPI,No,Morning,1
790,44,Female,Chrome,23.41,19,175,41.46,Mobile,Canada,Google,6,423.03,Yes,No,Silver,PayPal,Yes,Evening,1
791,38,Female,Firefox,23.62,1,376,61.52,Tablet,UK,Direct,6,209.25,No,Yes,Platinum,UPI,Yes,Morning,3
792,22,Female,Firefox,5.58,7,442,71.49,Mobile,UK,Google,5,375.61,Yes,Yes,Platinum,UPI,No,Morning,1
,26,Female,Edge,19.28,2,387,5.27,Mobile,Australia,Google,9,108.68,No,Yes,Platinum,Net Banking,Yes,Night,4
,38,Male,Safari,22.64,19,367,66.42,Mobile,UK,Facebook,5,407.86,Yes,Yes,Silver,UPI,No,Night,4
795,52,Female,Firefox,19.99,1,393,5.67,Tablet,UK,Instagram,5,50.9,No,No,Gold,Credit Card,No,Morning,3
796,,Female,Firefox,11.83,9,27,2.82,Tablet,India,Instagram,3,142.57,Yes,No,Platinum,Net Banking,No,Night,3
797,40,Female,Edge,15.84,17,472,15.24,Desktop,Canada,Instagram,2,412.76,Yes,No,Gold,Net Banking,No,Morning,1
798,31,Male,Chrome,,10,221,65.36,Mobile,USA,Facebook,0,376.11,No,No,Gold,Net Banking,No,Night,2
799,31,Male,Firefox,18.74,6,230,5.28,Mobile,Australia,Direct,2,255.61,Yes,Yes,Gold,Net Banking,Yes,Morning,5
,23,Male,Firefox,7.68,3,253,2.09,Mobile,India,Google,2,339.67,No,No,Gold,Net Banking,No,Morning,4
801,41,Male,Edge,18.43,15,264,11.8,Mobile,USA,Facebook,8,100.93,No,Yes,Gold,Credit Card,Yes,Afternoon,4
802,30,Male,Firefox,11.45,6,450,94.97,Mobile,USA,Direct,2,337.2,Yes,No,Silver,PayPal,No,Morning,3
803,31,Male,Firefox,,3,354,90.73,Mobile,India,Facebook,7,13.91,Yes,No,Silver,PayPal,No,Afternoon,2
804,45,Female,Chrome,13.73,10,232,8.65,Mobile,Australia,Facebook,7,418.28,No,Yes,Silver,Net Banking,No,Evening,3
805,45,Male,Firefox,13.2,12,247,,Desktop,Canada,Direct,2,262.98,Yes,No,Gold,PayPal,No,Morning,1
806,28,Male,Edge,19.73,1,549,,Desktop,India,Instagram,9,472.5,Yes,Yes,Silver,UPI,Yes,Morning,2
807,38,Male,Chrome,22.63,16,335,9.77,Mobile,India,Google,9,244.3,No,No,Platinum,PayPal,Yes,Afternoon,1
808,44,Male,Chrome,,17,257,9.46,Mobile,India,Instagram,5,222.21,Yes,No,Gold,UPI,No,Morning,4
809,33,Male,Chrome,15.93,10,138,8.6,Desktop,Australia,Facebook,7,230.53,Yes,Yes,Platinum,Credit Card,No,Night,3
810,42,Female,Safari,9.57,12,132,97.65,Desktop,India,Direct,7,186.27,Yes,No,Gold,Net Banking,No,Afternoon,3
811,32,Female,Edge,12.7,19,188,74.31,Mobile,India,Facebook,9,91.67,Yes,Yes,Gold,UPI,No,Afternoon,5
812,32,Male,Safari,11.37,8,310,21.45,Mobile,UK,Instagram,9,422.61,Yes,Yes,Gold,Credit Card,Yes,Night,2
813,26,Female,Firefox,8.7,8,411,,Desktop,UK,Instagram,8,200.65,No,No,Gold,Credit Card,Yes,Morning,4
814,52,Male,Chrome,20.3,10,362,96.52,Desktop,UK,Instagram,8,,Yes,No,Platinum,Net Banking,No,Evening,5
815,30,Female,Safari,15.52,10,417,42.55,Mobile,UK,Google,7,19.74,Yes,Yes,Gold,PayPal,Yes,Evening,5
816,27,Female,Firefox,12.27,18,357,59.84,Desktop,India,Instagram,6,39.52,No,No,Gold,Credit Card,Yes,Evening,3
817,25,Male,Safari,14.71,10,177,27.92,Mobile,UK,Google,9,302.62,Yes,No,Silver,PayPal,No,Afternoon,2
,36,Male,Chrome,20.98,7,342,75.84,Tablet,USA,Google,2,440.82,No,Yes,Gold,PayPal,Yes,Afternoon,3
819,25,Male,Firefox,20.14,4,347,19.68,Mobile,Canada,Instagram,6,251.76,No,Yes,Gold,PayPal,No,Night,2
820,,Female,Chrome,17.79,1,288,78.69,Mobile,UK,Direct,3,90.84,Yes,No,Gold,UPI,Yes,Morning,5
821,43,Female,Chrome,11.65,11,269,23.06,Mobile,Australia,Facebook,1,66.9,Yes,Yes,Gold,PayPal,Yes,Night,1
822,39,Male,Safari,15.6,19,285,9.79,Desktop,Canada,Facebook,7,,No,No,Gold,PayPal,No,Afternoon,4
823,22,Male,Edge,9.55,5,145,47.88,Mobile,USA,Google,1,353.8,Yes,No,Gold,Credit Card,Yes,Evening,5
824,42,Female,Firefox,14.56,8,167,81.32,Mobile,Canada,Google,0,483.44,No,No,Platinum,Net Banking,Yes,Morning,3
825,,Male,Firefox,19.89,2,554,38.49,Desktop,Canada,Google,4,50.35,Yes,Yes,Platinum,UPI,Yes,Evening,4
826,46,Female,Edge,20.82,2,175,2.89,Tablet,USA,Facebook,9,452.28,Yes,Yes,Gold,PayPal,Yes,Morning,5
827,49,Female,Firefox,11.79,14,123,55.33,Tablet,UK,Google,8,424.36,No,No,Platinum,Net Banking,Yes,Evening,2
828,19,Male,Safari,,9,228,68.05,Desktop,USA,Direct,4,447.66,No,Yes,Silver,PayPal,No,Morning,3
829,43,Female,Firefox,18.14,10,346,74.07,Mobile,Australia,Direct,1,12.82,No,Yes,Silver,PayPal,No,Evening,5
830,51,Female,Safari,13.8,13,356,40.19,Tablet,USA,Google,9,373.53,No,Yes,Gold,Credit Card,Yes,Night,2
831,37,Female,Firefox,18.73,1,198,9.7,Tablet,India,Facebook,3,278.98,No,Yes,Gold,Net Banking,No,Afternoon,2
832,42,Female,Safari,21.13,14,310,,Desktop,India,Instagram,7,290.86,No,Yes,Platinum,Credit Card,Yes,Night,2
833,37,Male,Edge,19.25,2,246,32.95,Tablet,Canada,Facebook,6,239.91,No,No,Silver,Credit Card,Yes,Evening,4
834,,Female,Firefox,9.73,4,319,94.69,Tablet,UK,Instagram,4,,No,Yes,Gold,PayPal,No,Morning,3
835,39,Male,Safari,13.61,19,271,50.27,Desktop,UK,Instagram,3,499.92,No,Yes,Silver,PayPal,Yes,Night,2
836,15,Female,Chrome,,1,231,47.23,Tablet,India,Google,4,358.16,No,Yes,Platinum,PayPal,No,Evening,5
837,34,Male,Chrome,10.98,4,235,30.92,Mobile,Australia,Direct,6,342.24,Yes,No,Gold,Net Banking,Yes,Afternoon,2
838,33,Female,Chrome,22.79,11,80,33.88,Desktop,USA,Google,4,330.67,Yes,No,Gold,Net Banking,Yes,Morning,3
839,42,Female,Firefox,16.57,13,278,51.28,Mobile,USA,Instagram,7,350.65,No,Yes,Gold,Net Banking,No,Night,4
840,47,Male,Safari,12.73,18,292,30.67,Mobile,USA,Google,6,,Yes,No,Silver,Net Banking,Yes,Afternoon,2
841,33,Female,Chrome,12.42,10,159,,Desktop,Australia,Instagram,6,166.91,No,Yes,Platinum,PayPal,No,Evening,5
842,23,Male,Firefox,11.52,5,266,43.9,Tablet,Australia,Google,8,394.33,Yes,No,Silver,PayPal,No,Morning,3
843,38,Female,Safari,18.53,1,274,29.2,Desktop,USA,Direct,7,36.01,Yes,No,Silver,Credit Card,Yes,Evening,2
